s1,s2,s3,s4,date,value
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2015-02-27,-1178872.849
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2015-02-20,2433601.181
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2015-02-20,11677.40684
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2015-02-20,6573693.341
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2015-02-20,702456.5027
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2015-02-20,610537.6725
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2015-02-20,630981.5267
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2015-02-20,99856.0795
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2015-02-20,5992904.062
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2015-02-20,443199.0417
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2015-02-20,-10547.83399
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2015-02-20,3950825.098
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2015-02-20,438180.774
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2015-02-20,-24074.6603
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2015-02-20,18429.22472
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2015-02-20,-1207787.214
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2015-02-13,2455398.548
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2015-02-13,11585.62451
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2015-02-13,6550507.12
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2015-02-13,703889.2877
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2015-02-13,610537.6725
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2015-02-13,632184.8888
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2015-02-13,88951.6555
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2015-02-13,5991909.652
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2015-02-13,443654.806
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2015-02-13,-10538.1041
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2015-02-13,3955156.592
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2015-02-13,433103.752
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2015-02-13,-24074.6603
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2015-02-13,18426.18772
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2015-02-13,-1196856.52
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2015-02-06,2434852.276
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2015-02-06,11589.93062
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2015-02-06,6584221.629
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2015-02-06,705314.8257
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2015-02-06,610537.6725
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2015-02-06,548849.4209
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2015-02-06,107074.9545
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2015-02-06,6046527.32
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2015-02-06,446829.941
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2015-02-06,-10516.87533
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2015-02-06,3963391.574
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2015-02-06,439291.718
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2015-02-06,-24074.6603
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2015-02-06,18436.62472
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2015-02-06,-1189293.69
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2015-01-30,2370897.795
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2015-01-30,11553.28452
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2015-01-30,6625560.069
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2015-01-30,708296.0937
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2015-01-30,610537.6725
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2015-01-30,544267.703
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2015-01-30,99234.1745
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2015-01-30,5994248.934
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2015-01-30,449697.9671
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2015-01-30,-10312.20287
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2015-01-30,3974936.452
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2015-01-30,432493.132
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2015-01-30,-24074.6603
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2015-01-30,18439.84872
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2015-01-30,-1152086.436
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2015-01-23,2392816.557
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2015-01-23,11538.858
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2015-01-23,6506740.78
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2015-01-23,729761.609
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2015-01-23,618910.4043
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2015-01-23,522324.2611
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2015-01-23,103569.3836
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2015-01-23,5975006.812
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2015-01-23,454045.832
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2015-01-23,-10306.87021
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2015-01-23,3954468.105
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2015-01-23,414763.172
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2015-01-23,-24074.6603
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2015-01-23,18420.94472
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2015-01-23,-1148448.775
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2015-01-16,2420469.689
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2015-01-16,11503.26602
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2015-01-16,6480278.464
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2015-01-16,726326.631
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2015-01-16,618910.4043
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2015-01-16,530397.3548
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2015-01-16,105430.1406
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2015-01-16,5803487.767
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2015-01-16,455137.445
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2015-01-16,-10296.46872
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2015-01-16,3976537.413
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2015-01-16,420809.301
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2015-01-16,-24074.6603
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2015-01-16,18427.82972
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2015-01-16,-1018367.671
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2015-01-09,2421952.764
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2015-01-09,11500.98902
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2015-01-09,6459493.122
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2015-01-09,718404.44
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2015-01-09,618910.4043
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2015-01-09,539061.4956
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2015-01-09,97364.13958
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2015-01-09,5797820.668
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2015-01-09,458693.937
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2015-01-09,-10878.93569
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2015-01-09,3969007.507
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2015-01-09,428071.571
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2015-01-09,-24074.6603
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2015-01-09,18352.14172
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2015-01-09,-1043156.146
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2015-01-02,2316540.055
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2015-01-02,11497.98519
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2015-01-02,6589507.297
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2015-01-02,701421.829
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2015-01-02,618910.4043
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2015-01-02,547071.8435
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2015-01-02,91274.34458
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2015-01-02,5775557.784
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2015-01-02,463523.266
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2015-01-02,-11757.57123
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2015-01-02,4013510.57
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2015-01-02,430613.674
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2015-01-02,-24074.6603
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to NBFIs,2015-01-02,18323.50372
Asset Side,NDA of Banking System,Other Items (Net),Other Items (Net),2015-01-02,-1066165.186
Liability Side,Currency in Circulation,Currency in Circulation,Currency in Circulation,2014-12-26,2373618.172
Liability Side,Other Deposits with SBP,Other Deposits with SBP,Other Deposits with SBP,2014-12-26,11495.51231
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Demand Deposits,2014-12-26,6530830.965
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Time Deposits,2014-12-26,704394.628
Liability Side,Total Deposits of Scheduled Banks,Total Deposits of Scheduled Banks,Residents Foreign Currency Deposits (RFCDs),2014-12-26,618910.4043
Asset Side,NFA of Banking System,State Bank of Pakistan,State Bank of Pakistan,2014-12-26,522557.5356
Asset Side,NFA of Banking System,Scheduled Banks,Scheduled Banks,2014-12-26,102189.5936
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Borrowings for Budgetary Support,2014-12-26,5764033.263
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Commodity Operations,2014-12-26,465387.696
Asset Side,NDA of Banking System,Net Government Sector Borrowings,Net effect of Zakat Fund etc.,2014-12-26,-11745.76972
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Private Sector,2014-12-26,3971149.079
Asset Side,NDA of Banking System,Credit to Non-Government Sector,Credit to Public Sectors Enterprises (PSEs),2014-12-26,408993.545
Asset Side,NDA of Banking System,Credit to Non-Government Sector,PSEs Special Account-Debt Repayment with SBP,2014-12-26,-24074.6603
