Month,Price,Change,type,0
Aug 2001,46.87,-2.82%,Industrial Inputs Price Index,
Sep 2001,45.52,-2.88%,Industrial Inputs Price Index,
Oct 2001,43.78,-3.82%,Industrial Inputs Price Index,
Nov 2001,44.94,2.65%,Industrial Inputs Price Index,
Dec 2001,45.18,0.53%,Industrial Inputs Price Index,
Jan 2002,46.24,2.35%,Industrial Inputs Price Index,
Feb 2002,47.03,1.71%,Industrial Inputs Price Index,
Mar 2002,47.72,1.47%,Industrial Inputs Price Index,
Apr 2002,47.95,0.48%,Industrial Inputs Price Index,
May 2002,47.69,-0.54%,Industrial Inputs Price Index,
Jun 2002,49.27,3.31%,Industrial Inputs Price Index,
Jul 2002,49.74,0.95%,Industrial Inputs Price Index,
Aug 2002,48.9,-1.69%,Industrial Inputs Price Index,
Sep 2002,49.77,1.78%,Industrial Inputs Price Index,
Oct 2002,49.88,0.22%,Industrial Inputs Price Index,
Nov 2002,51.14,2.53%,Industrial Inputs Price Index,
Dec 2002,51.3,0.31%,Industrial Inputs Price Index,
Jan 2003,53.44,4.17%,Industrial Inputs Price Index,
Feb 2003,54.59,2.15%,Industrial Inputs Price Index,
Mar 2003,53.92,-1.23%,Industrial Inputs Price Index,
Apr 2003,53.28,-1.19%,Industrial Inputs Price Index,
May 2003,53.77,0.92%,Industrial Inputs Price Index,
Jun 2003,54.9,2.10%,Industrial Inputs Price Index,
Jul 2003,55.49,1.07%,Industrial Inputs Price Index,
Aug 2003,56.46,1.75%,Industrial Inputs Price Index,
Sep 2003,57.42,1.70%,Industrial Inputs Price Index,
Oct 2003,60.76,5.82%,Industrial Inputs Price Index,
Nov 2003,62.84,3.42%,Industrial Inputs Price Index,
Dec 2003,65.55,4.31%,Industrial Inputs Price Index,
Jan 2004,69.87,6.59%,Industrial Inputs Price Index,
Feb 2004,72.82,4.22%,Industrial Inputs Price Index,
Mar 2004,72.65,-0.23%,Industrial Inputs Price Index,
Apr 2004,71.6,-1.45%,Industrial Inputs Price Index,
May 2004,69.59,-2.81%,Industrial Inputs Price Index,
Jun 2004,71.71,3.05%,Industrial Inputs Price Index,
Jul 2004,73.0,1.80%,Industrial Inputs Price Index,
Aug 2004,71.59,-1.93%,Industrial Inputs Price Index,
Sep 2004,71.96,0.52%,Industrial Inputs Price Index,
Oct 2004,74.02,2.86%,Industrial Inputs Price Index,
Nov 2004,73.47,-0.74%,Industrial Inputs Price Index,
Dec 2004,72.79,-0.93%,Industrial Inputs Price Index,
Jan 2005,78.99,8.52%,Industrial Inputs Price Index,
Feb 2005,80.64,2.09%,Industrial Inputs Price Index,
Mar 2005,84.09,4.28%,Industrial Inputs Price Index,
Apr 2005,82.87,-1.45%,Industrial Inputs Price Index,
May 2005,82.5,-0.45%,Industrial Inputs Price Index,
Jun 2005,83.02,0.63%,Industrial Inputs Price Index,
Jul 2005,82.35,-0.81%,Industrial Inputs Price Index,
Aug 2005,84.91,3.11%,Industrial Inputs Price Index,
Sep 2005,84.82,-0.11%,Industrial Inputs Price Index,
Oct 2005,85.35,0.62%,Industrial Inputs Price Index,
Nov 2005,86.9,1.82%,Industrial Inputs Price Index,
Dec 2005,91.38,5.16%,Industrial Inputs Price Index,
Jan 2006,97.74,6.96%,Industrial Inputs Price Index,
Feb 2006,100.82,3.15%,Industrial Inputs Price Index,
Mar 2006,101.68,0.85%,Industrial Inputs Price Index,
Apr 2006,112.84,10.98%,Industrial Inputs Price Index,
May 2006,126.78,12.35%,Industrial Inputs Price Index,
Jun 2006,120.49,-4.96%,Industrial Inputs Price Index,
Jul 2006,127.98,6.22%,Industrial Inputs Price Index,
Aug 2006,131.41,2.68%,Industrial Inputs Price Index,
Sep 2006,130.35,-0.81%,Industrial Inputs Price Index,
Oct 2006,134.8,3.41%,Industrial Inputs Price Index,
Nov 2006,133.35,-1.08%,Industrial Inputs Price Index,
Dec 2006,136.83,2.61%,Industrial Inputs Price Index,
Jan 2007,135.85,-0.72%,Industrial Inputs Price Index,
Feb 2007,140.5,3.42%,Industrial Inputs Price Index,
Mar 2007,148.55,5.73%,Industrial Inputs Price Index,
Apr 2007,161.18,8.50%,Industrial Inputs Price Index,
May 2007,164.09,1.81%,Industrial Inputs Price Index,
Jun 2007,154.06,-6.11%,Industrial Inputs Price Index,
Jul 2007,149.04,-3.26%,Industrial Inputs Price Index,
Aug 2007,136.61,-8.34%,Industrial Inputs Price Index,
Sep 2007,137.46,0.62%,Industrial Inputs Price Index,
Oct 2007,141.01,2.58%,Industrial Inputs Price Index,
Nov 2007,137.15,-2.74%,Industrial Inputs Price Index,
Dec 2007,129.79,-5.37%,Industrial Inputs Price Index,
Jan 2008,143.7,10.72%,Industrial Inputs Price Index,
Feb 2008,150.67,4.85%,Industrial Inputs Price Index,
Mar 2008,157.51,4.54%,Industrial Inputs Price Index,
Apr 2008,155.29,-1.41%,Industrial Inputs Price Index,
May 2008,149.58,-3.68%,Industrial Inputs Price Index,
Jun 2008,146.09,-2.33%,Industrial Inputs Price Index,
Jul 2008,145.83,-0.18%,Industrial Inputs Price Index,
Aug 2008,137.31,-5.84%,Industrial Inputs Price Index,
Sep 2008,131.04,-4.57%,Industrial Inputs Price Index,
Oct 2008,107.97,-17.61%,Industrial Inputs Price Index,
Nov 2008,97.87,-9.35%,Industrial Inputs Price Index,
Dec 2008,92.5,-5.49%,Industrial Inputs Price Index,
Jan 2009,96.26,4.06%,Industrial Inputs Price Index,
Feb 2009,94.66,-1.66%,Industrial Inputs Price Index,
Mar 2009,90.83,-4.05%,Industrial Inputs Price Index,
Apr 2009,95.66,5.32%,Industrial Inputs Price Index,
May 2009,101.13,5.72%,Industrial Inputs Price Index,
Jun 2009,109.44,8.22%,Industrial Inputs Price Index,
Jul 2009,116.47,6.42%,Industrial Inputs Price Index,
Aug 2009,132.28,13.57%,Industrial Inputs Price Index,
Sep 2009,124.22,-6.09%,Industrial Inputs Price Index,
Oct 2009,129.51,4.26%,Industrial Inputs Price Index,
Nov 2009,136.64,5.51%,Industrial Inputs Price Index,
Dec 2009,143.62,5.11%,Industrial Inputs Price Index,
Jan 2010,155.54,8.30%,Industrial Inputs Price Index,
Feb 2010,152.49,-1.96%,Industrial Inputs Price Index,
Mar 2010,165.23,8.35%,Industrial Inputs Price Index,
Apr 2010,184.91,11.91%,Industrial Inputs Price Index,
May 2010,169.62,-8.27%,Industrial Inputs Price Index,
Jun 2010,157.66,-7.05%,Industrial Inputs Price Index,
Jul 2010,152.0,-3.59%,Industrial Inputs Price Index,
Aug 2010,165.73,9.03%,Industrial Inputs Price Index,
Sep 2010,169.15,2.06%,Industrial Inputs Price Index,
Oct 2010,179.76,6.27%,Industrial Inputs Price Index,
Nov 2010,187.75,4.44%,Industrial Inputs Price Index,
Dec 2010,198.18,5.56%,Industrial Inputs Price Index,
Jan 2011,209.96,5.94%,Industrial Inputs Price Index,
Feb 2011,221.18,5.34%,Industrial Inputs Price Index,
Mar 2011,210.78,-4.70%,Industrial Inputs Price Index,
Apr 2011,215.45,2.22%,Industrial Inputs Price Index,
May 2011,204.14,-5.25%,Industrial Inputs Price Index,
Jun 2011,200.95,-1.56%,Industrial Inputs Price Index,
Jul 2011,202.72,0.88%,Industrial Inputs Price Index,
Aug 2011,196.14,-3.25%,Industrial Inputs Price Index,
Sep 2011,190.25,-3.00%,Industrial Inputs Price Index,
Oct 2011,171.25,-9.99%,Industrial Inputs Price Index,
Nov 2011,162.94,-4.85%,Industrial Inputs Price Index,
Dec 2011,161.58,-0.83%,Industrial Inputs Price Index,
Jan 2012,168.93,4.55%,Industrial Inputs Price Index,
Feb 2012,173.19,2.52%,Industrial Inputs Price Index,
Mar 2012,172.91,-0.16%,Industrial Inputs Price Index,
Apr 2012,171.85,-0.61%,Industrial Inputs Price Index,
May 2012,163.82,-4.67%,Industrial Inputs Price Index,
Jun 2012,156.91,-4.22%,Industrial Inputs Price Index,
Jul 2012,154.09,-1.80%,Industrial Inputs Price Index,
Aug 2012,144.49,-6.23%,Industrial Inputs Price Index,
Sep 2012,147.15,1.84%,Industrial Inputs Price Index,
Oct 2012,151.5,2.96%,Industrial Inputs Price Index,
Nov 2012,151.29,-0.14%,Industrial Inputs Price Index,
Dec 2012,158.32,4.65%,Industrial Inputs Price Index,
Jan 2013,167.26,5.65%,Industrial Inputs Price Index,
Feb 2013,168.51,0.75%,Industrial Inputs Price Index,
Mar 2013,158.76,-5.79%,Industrial Inputs Price Index,
Apr 2013,154.44,-2.72%,Industrial Inputs Price Index,
May 2013,150.04,-2.85%,Industrial Inputs Price Index,
Jun 2013,144.35,-3.79%,Industrial Inputs Price Index,
Jul 2013,145.45,0.76%,Industrial Inputs Price Index,
Aug 2013,150.92,3.76%,Industrial Inputs Price Index,
Sep 2013,149.04,-1.25%,Industrial Inputs Price Index,
Oct 2013,149.07,0.02%,Industrial Inputs Price Index,
Nov 2013,149.22,0.10%,Industrial Inputs Price Index,
Dec 2013,150.68,0.98%,Industrial Inputs Price Index,
Jan 2014,147.82,-1.90%,Industrial Inputs Price Index,
Feb 2014,144.71,-2.10%,Industrial Inputs Price Index,
Mar 2014,140.43,-2.96%,Industrial Inputs Price Index,
Apr 2014,143.18,1.96%,Industrial Inputs Price Index,
May 2014,139.71,-2.42%,Industrial Inputs Price Index,
Jun 2014,137.35,-1.69%,Industrial Inputs Price Index,
Jul 2014,139.59,1.63%,Industrial Inputs Price Index,
Aug 2014,137.52,-1.48%,Industrial Inputs Price Index,
Sep 2014,131.65,-4.27%,Industrial Inputs Price Index,
Oct 2014,126.43,-3.97%,Industrial Inputs Price Index,
Nov 2014,125.04,-1.10%,Industrial Inputs Price Index,
Dec 2014,119.96,-4.06%,Industrial Inputs Price Index,
Jan 2015,115.77,-3.49%,Industrial Inputs Price Index,
Feb 2015,112.9,-2.48%,Industrial Inputs Price Index,
Mar 2015,110.26,-2.34%,Industrial Inputs Price Index,
Apr 2015,109.02,-1.12%,Industrial Inputs Price Index,
May 2015,113.79,4.38%,Industrial Inputs Price Index,
Jun 2015,109.54,-3.73%,Industrial Inputs Price Index,
Jul 2015,101.34,-7.49%,Industrial Inputs Price Index,
Aug 2015,99.68,-1.64%,Industrial Inputs Price Index,
Sep 2015,99.13,-0.55%,Industrial Inputs Price Index,
Oct 2015,97.18,-1.97%,Industrial Inputs Price Index,
Nov 2015,91.35,-6.00%,Industrial Inputs Price Index,
Dec 2015,88.24,-3.40%,Industrial Inputs Price Index,
Jan 2016,87.71,-0.60%,Industrial Inputs Price Index,
Feb 2016,90.7,3.41%,Industrial Inputs Price Index,
Mar 2016,96.52,6.42%,Industrial Inputs Price Index,
Apr 2016,99.37,2.95%,Industrial Inputs Price Index,
May 2016,97.25,-2.13%,Industrial Inputs Price Index,
Jun 2016,96.63,-0.64%,Industrial Inputs Price Index,
Jul 2016,101.09,4.62%,Industrial Inputs Price Index,
Aug 2016,102.01,0.91%,Industrial Inputs Price Index,
Sep 2016,100.4,-1.58%,Industrial Inputs Price Index,
Oct 2016,101.01,0.61%,Industrial Inputs Price Index,
Nov 2016,111.67,10.55%,Industrial Inputs Price Index,
Dec 2016,115.63,3.55%,Industrial Inputs Price Index,
Jan 2017,118.06,2.10%,Industrial Inputs Price Index,
Feb 2017,123.83,4.89%,Industrial Inputs Price Index,
Mar 2017,121.68,-1.74%,Industrial Inputs Price Index,
Apr 2017,114.31,-6.06%,Industrial Inputs Price Index,
May 2017,110.61,-3.24%,Industrial Inputs Price Index,
Jun 2017,107.98,-2.38%,Industrial Inputs Price Index,
Jul 2017,113.04,4.69%,Industrial Inputs Price Index,
Aug 2017,120.12,6.26%,Industrial Inputs Price Index,
Sep 2017,119.49,-0.52%,Industrial Inputs Price Index,
Oct 2017,117.54,-1.63%,Industrial Inputs Price Index,
Nov 2017,118.95,1.20%,Industrial Inputs Price Index,
Dec 2017,122.82,3.25%,Industrial Inputs Price Index,
Jan 2018,128.98,5.02%,Industrial Inputs Price Index,
Feb 2018,129.86,0.68%,Industrial Inputs Price Index,
Mar 2018,126.24,-2.79%,Industrial Inputs Price Index,
Apr 2018,127.01,0.61%,Industrial Inputs Price Index,
May 2018,127.44,0.34%,Industrial Inputs Price Index,
Jun 2018,128.27,0.65%,Industrial Inputs Price Index,
Jul 2018,121.71,-5.11%,Industrial Inputs Price Index,
Aug 2018,119.66,-1.68%,Industrial Inputs Price Index,
Sep 2018,118.91,-0.63%,Industrial Inputs Price Index,
Oct 2018,120.71,1.51%,Industrial Inputs Price Index,
Nov 2018,118.81,-1.57%,Industrial Inputs Price Index,
Dec 2018,117.53,-1.08%,Industrial Inputs Price Index,
Jan 2019,118.84,1.11%,Industrial Inputs Price Index,
Feb 2019,125.81,5.87%,Industrial Inputs Price Index,
Mar 2019,127.54,1.38%,Industrial Inputs Price Index,
Apr 2019,129.66,1.66%,Industrial Inputs Price Index,
May 2019,129.33,-0.25%,Industrial Inputs Price Index,
Jun 2019,130.99,1.28%,Industrial Inputs Price Index,
Jul 2019,134.43,2.63%,Industrial Inputs Price Index,
Aug 2019,123.2,-8.35%,Industrial Inputs Price Index,
Sep 2019,124.1,0.73%,Industrial Inputs Price Index,
Oct 2019,121.74,-1.90%,Industrial Inputs Price Index,
Nov 2019,119.01,-2.24%,Industrial Inputs Price Index,
Dec 2019,122.09,2.59%,Industrial Inputs Price Index,
Jan 2020,124.49,1.97%,Industrial Inputs Price Index,
Feb 2020,118.31,-4.96%,Industrial Inputs Price Index,
Mar 2020,113.21,-4.31%,Industrial Inputs Price Index,
Apr 2020,108.41,-4.24%,Industrial Inputs Price Index,
May 2020,112.8,4.05%,Industrial Inputs Price Index,
Jun 2020,120.72,7.02%,Industrial Inputs Price Index,
Jul 2020,125.86,4.26%,Industrial Inputs Price Index,
Aug 2020,133.78,6.29%,Industrial Inputs Price Index,
Sep 2020,136.65,2.15%,Industrial Inputs Price Index,
Oct 2020,137.76,0.81%,Industrial Inputs Price Index,
Nov 2020,144.38,4.81%,Industrial Inputs Price Index,
Dec 2020,159.49,10.47%,Industrial Inputs Price Index,
Jan 2021,167.08,4.76%,Industrial Inputs Price Index,
Feb 2021,169.54,1.47%,Industrial Inputs Price Index,
Mar 2021,174.73,3.06%,Industrial Inputs Price Index,
Apr 2021,181.44,3.84%,Industrial Inputs Price Index,
May 2021,197.48,8.84%,Industrial Inputs Price Index,
Jun 2021,203.48,3.04%,Industrial Inputs Price Index,
Jul 2021,202.83,-0.32%,Industrial Inputs Price Index,
Aug 2021,183.27,-9.64%,Industrial Inputs Price Index,
Sep 2021,167.77,-8.46%,Industrial Inputs Price Index,
Oct 2021,172.76,2.97%,Industrial Inputs Price Index,
Nov 2021,161.66,-6.43%,Industrial Inputs Price Index,
Dec 2021,168.85,4.45%,Industrial Inputs Price Index,
Jan 2022,183.36,8.59%,Industrial Inputs Price Index,
Feb 2022,190.21,3.74%,Industrial Inputs Price Index,
Mar 2022,204.92,7.73%,Industrial Inputs Price Index,
Apr 2022,203.53,-0.68%,Industrial Inputs Price Index,
May 2022,187.21,-8.02%,Industrial Inputs Price Index,
Jun 2022,180.42,-3.63%,Industrial Inputs Price Index,
Jul 2022,157.43,-12.74%,Industrial Inputs Price Index,
Aug 2022,158.51,0.69%,Industrial Inputs Price Index,
Sep 2022,150.15,-5.27%,Industrial Inputs Price Index,
Oct 2022,145.46,-3.12%,Industrial Inputs Price Index,
Nov 2022,150.98,3.79%,Industrial Inputs Price Index,
Dec 2022,161.98,7.29%,Industrial Inputs Price Index,
Jan 2023,171.62,5.95%,Industrial Inputs Price Index,
Feb 2023,179.17,4.40%,Industrial Inputs Price Index,
Mar 2023,174.77,-2.46%,Industrial Inputs Price Index,
Apr 2023,169.01,-3.30%,Industrial Inputs Price Index,
Apr 1993,29.09,-,Iron Ore,
May 1993,29.09,0.00%,Iron Ore,
Jun 1993,29.09,0.00%,Iron Ore,
Jul 1993,29.09,0.00%,Iron Ore,
Aug 1993,29.09,0.00%,Iron Ore,
Sep 1993,29.09,0.00%,Iron Ore,
Oct 1993,29.09,0.00%,Iron Ore,
Nov 1993,29.09,0.00%,Iron Ore,
Dec 1993,29.09,0.00%,Iron Ore,
Jan 1994,26.47,-9.01%,Iron Ore,
Feb 1994,26.47,0.00%,Iron Ore,
Mar 1994,26.47,0.00%,Iron Ore,
Apr 1994,26.47,0.00%,Iron Ore,
May 1994,26.47,0.00%,Iron Ore,
Jun 1994,26.47,0.00%,Iron Ore,
Jul 1994,26.47,0.00%,Iron Ore,
Aug 1994,26.47,0.00%,Iron Ore,
Sep 1994,26.47,0.00%,Iron Ore,
Oct 1994,26.47,0.00%,Iron Ore,
Nov 1994,26.47,0.00%,Iron Ore,
Dec 1994,26.47,0.00%,Iron Ore,
Jan 1995,28.38,7.22%,Iron Ore,
Feb 1995,28.38,0.00%,Iron Ore,
Mar 1995,28.38,0.00%,Iron Ore,
Apr 1995,28.38,0.00%,Iron Ore,
May 1995,28.38,0.00%,Iron Ore,
Jun 1995,28.38,0.00%,Iron Ore,
Jul 1995,28.38,0.00%,Iron Ore,
Aug 1995,28.38,0.00%,Iron Ore,
Sep 1995,28.38,0.00%,Iron Ore,
Oct 1995,28.38,0.00%,Iron Ore,
Nov 1995,28.38,0.00%,Iron Ore,
Dec 1995,28.38,0.00%,Iron Ore,
Jan 1996,30.0,5.71%,Iron Ore,
Feb 1996,30.0,0.00%,Iron Ore,
Mar 1996,30.0,0.00%,Iron Ore,
Apr 1996,30.0,0.00%,Iron Ore,
May 1996,30.0,0.00%,Iron Ore,
Jun 1996,30.0,0.00%,Iron Ore,
Jul 1996,30.0,0.00%,Iron Ore,
Aug 1996,30.0,0.00%,Iron Ore,
Sep 1996,30.0,0.00%,Iron Ore,
Oct 1996,30.0,0.00%,Iron Ore,
Nov 1996,30.0,0.00%,Iron Ore,
Dec 1996,30.0,0.00%,Iron Ore,
Jan 1997,30.15,0.50%,Iron Ore,
Feb 1997,30.15,0.00%,Iron Ore,
Mar 1997,30.15,0.00%,Iron Ore,
Apr 1997,30.15,0.00%,Iron Ore,
May 1997,30.15,0.00%,Iron Ore,
Jun 1997,30.15,0.00%,Iron Ore,
Jul 1997,30.15,0.00%,Iron Ore,
Aug 1997,30.15,0.00%,Iron Ore,
Sep 1997,30.15,0.00%,Iron Ore,
Oct 1997,30.15,0.00%,Iron Ore,
Nov 1997,30.15,0.00%,Iron Ore,
Dec 1997,30.15,0.00%,Iron Ore,
Jan 1998,31.0,2.82%,Iron Ore,
Feb 1998,31.0,0.00%,Iron Ore,
Mar 1998,31.0,0.00%,Iron Ore,
Apr 1998,31.0,0.00%,Iron Ore,
May 1998,31.0,0.00%,Iron Ore,
Jun 1998,31.0,0.00%,Iron Ore,
Jul 1998,31.0,0.00%,Iron Ore,
Aug 1998,31.0,0.00%,Iron Ore,
Sep 1998,31.0,0.00%,Iron Ore,
Oct 1998,31.0,0.00%,Iron Ore,
Nov 1998,31.0,0.00%,Iron Ore,
Dec 1998,31.0,0.00%,Iron Ore,
Jan 1999,27.59,-11.00%,Iron Ore,
Feb 1999,27.59,0.00%,Iron Ore,
Mar 1999,27.59,0.00%,Iron Ore,
Apr 1999,27.59,0.00%,Iron Ore,
May 1999,27.59,0.00%,Iron Ore,
Jun 1999,27.59,0.00%,Iron Ore,
Jul 1999,27.59,0.00%,Iron Ore,
Aug 1999,27.59,0.00%,Iron Ore,
Sep 1999,27.59,0.00%,Iron Ore,
Oct 1999,27.59,0.00%,Iron Ore,
Nov 1999,27.59,0.00%,Iron Ore,
Dec 1999,27.59,0.00%,Iron Ore,
Jan 2000,28.79,4.35%,Iron Ore,
Feb 2000,28.79,0.00%,Iron Ore,
Mar 2000,28.79,0.00%,Iron Ore,
Apr 2000,28.79,0.00%,Iron Ore,
May 2000,28.79,0.00%,Iron Ore,
Jun 2000,28.79,0.00%,Iron Ore,
Jul 2000,28.79,0.00%,Iron Ore,
Aug 2000,28.79,0.00%,Iron Ore,
Sep 2000,28.79,0.00%,Iron Ore,
Oct 2000,28.79,0.00%,Iron Ore,
Nov 2000,28.79,0.00%,Iron Ore,
Dec 2000,28.79,0.00%,Iron Ore,
Jan 2001,30.03,4.31%,Iron Ore,
Feb 2001,30.03,0.00%,Iron Ore,
Mar 2001,30.03,0.00%,Iron Ore,
Apr 2001,30.03,0.00%,Iron Ore,
May 2001,30.03,0.00%,Iron Ore,
Jun 2001,30.03,0.00%,Iron Ore,
Jul 2001,30.03,0.00%,Iron Ore,
Aug 2001,30.03,0.00%,Iron Ore,
Sep 2001,30.03,0.00%,Iron Ore,
Oct 2001,30.03,0.00%,Iron Ore,
Nov 2001,30.03,0.00%,Iron Ore,
Dec 2001,30.03,0.00%,Iron Ore,
Jan 2002,29.31,-2.40%,Iron Ore,
Feb 2002,29.31,0.00%,Iron Ore,
Mar 2002,29.31,0.00%,Iron Ore,
Apr 2002,29.31,0.00%,Iron Ore,
May 2002,29.31,0.00%,Iron Ore,
Jun 2002,29.31,0.00%,Iron Ore,
Jul 2002,29.31,0.00%,Iron Ore,
Aug 2002,29.31,0.00%,Iron Ore,
Sep 2002,29.31,0.00%,Iron Ore,
Oct 2002,29.31,0.00%,Iron Ore,
Nov 2002,29.31,0.00%,Iron Ore,
Dec 2002,29.31,0.00%,Iron Ore,
Jan 2003,31.95,9.01%,Iron Ore,
Feb 2003,31.95,0.00%,Iron Ore,
Mar 2003,31.95,0.00%,Iron Ore,
Apr 2003,31.95,0.00%,Iron Ore,
May 2003,31.95,0.00%,Iron Ore,
Jun 2003,31.95,0.00%,Iron Ore,
Jul 2003,31.95,0.00%,Iron Ore,
Aug 2003,31.95,0.00%,Iron Ore,
Sep 2003,31.95,0.00%,Iron Ore,
Oct 2003,31.95,0.00%,Iron Ore,
Nov 2003,31.95,0.00%,Iron Ore,
Dec 2003,31.95,0.00%,Iron Ore,
Jan 2004,37.9,18.62%,Iron Ore,
Feb 2004,37.9,0.00%,Iron Ore,
Mar 2004,37.9,0.00%,Iron Ore,
Apr 2004,37.9,0.00%,Iron Ore,
May 2004,37.9,0.00%,Iron Ore,
Jun 2004,37.9,0.00%,Iron Ore,
Jul 2004,37.9,0.00%,Iron Ore,
Aug 2004,37.9,0.00%,Iron Ore,
Sep 2004,37.9,0.00%,Iron Ore,
Oct 2004,37.9,0.00%,Iron Ore,
Nov 2004,37.9,0.00%,Iron Ore,
Dec 2004,37.9,0.00%,Iron Ore,
Jan 2005,65.0,71.50%,Iron Ore,
Feb 2005,65.0,0.00%,Iron Ore,
Mar 2005,65.0,0.00%,Iron Ore,
Apr 2005,65.0,0.00%,Iron Ore,
May 2005,65.0,0.00%,Iron Ore,
Jun 2005,65.0,0.00%,Iron Ore,
Jul 2005,65.0,0.00%,Iron Ore,
Aug 2005,65.0,0.00%,Iron Ore,
Sep 2005,65.0,0.00%,Iron Ore,
Oct 2005,65.0,0.00%,Iron Ore,
Nov 2005,65.0,0.00%,Iron Ore,
Dec 2005,65.0,0.00%,Iron Ore,
Jan 2006,67.2,3.38%,Iron Ore,
Feb 2006,65.2,-2.98%,Iron Ore,
Mar 2006,66.7,2.30%,Iron Ore,
Apr 2006,67.3,0.90%,Iron Ore,
May 2006,67.3,0.00%,Iron Ore,
Jun 2006,69.3,2.97%,Iron Ore,
Jul 2006,70.5,1.73%,Iron Ore,
Aug 2006,69.8,-0.99%,Iron Ore,
Sep 2006,70.0,0.29%,Iron Ore,
Oct 2006,71.7,2.43%,Iron Ore,
Nov 2006,73.5,2.51%,Iron Ore,
Dec 2006,73.5,0.00%,Iron Ore,
Jan 2007,78.2,6.39%,Iron Ore,
Feb 2007,82.66,5.70%,Iron Ore,
Mar 2007,88.55,7.13%,Iron Ore,
Apr 2007,91.26,3.06%,Iron Ore,
May 2007,102.02,11.79%,Iron Ore,
Jun 2007,103.21,1.17%,Iron Ore,
Jul 2007,106.09,2.79%,Iron Ore,
Aug 2007,121.89,14.89%,Iron Ore,
Sep 2007,148.65,21.95%,Iron Ore,
Oct 2007,168.11,13.09%,Iron Ore,
Nov 2007,195.09,16.05%,Iron Ore,
Dec 2007,190.12,-2.55%,Iron Ore,
Jan 2008,193.37,1.71%,Iron Ore,
Feb 2008,186.12,-3.75%,Iron Ore,
Mar 2008,197.12,5.91%,Iron Ore,
Apr 2008,195.95,-0.59%,Iron Ore,
May 2008,192.95,-1.53%,Iron Ore,
Jun 2008,183.93,-4.67%,Iron Ore,
Jul 2008,180.5,-1.86%,Iron Ore,
Aug 2008,178.74,-0.98%,Iron Ore,
Sep 2008,139.64,-21.88%,Iron Ore,
Oct 2008,88.67,-36.50%,Iron Ore,
Nov 2008,64.95,-26.75%,Iron Ore,
Dec 2008,69.98,7.74%,Iron Ore,
Jan 2009,72.51,3.62%,Iron Ore,
Feb 2009,75.59,4.25%,Iron Ore,
Mar 2009,64.07,-15.24%,Iron Ore,
Apr 2009,59.78,-6.70%,Iron Ore,
May 2009,62.69,4.87%,Iron Ore,
Jun 2009,71.66,14.31%,Iron Ore,
Jul 2009,83.95,17.15%,Iron Ore,
Aug 2009,97.67,16.34%,Iron Ore,
Sep 2009,80.71,-17.36%,Iron Ore,
Oct 2009,86.79,7.53%,Iron Ore,
Nov 2009,99.26,14.37%,Iron Ore,
Dec 2009,105.07,5.85%,Iron Ore,
Jan 2010,125.72,19.65%,Iron Ore,
Feb 2010,127.49,1.41%,Iron Ore,
Mar 2010,139.69,9.57%,Iron Ore,
Apr 2010,172.47,23.47%,Iron Ore,
May 2010,161.35,-6.45%,Iron Ore,
Jun 2010,143.63,-10.98%,Iron Ore,
Jul 2010,126.36,-12.02%,Iron Ore,
Aug 2010,145.34,15.02%,Iron Ore,
Sep 2010,140.63,-3.24%,Iron Ore,
Oct 2010,148.48,5.58%,Iron Ore,
Nov 2010,156.1,5.13%,Iron Ore,
Dec 2010,163.1,4.48%,Iron Ore,
Jan 2011,179.18,9.86%,Iron Ore,
Feb 2011,187.18,4.46%,Iron Ore,
Mar 2011,169.36,-9.52%,Iron Ore,
Apr 2011,179.33,5.89%,Iron Ore,
May 2011,177.05,-1.27%,Iron Ore,
Jun 2011,170.88,-3.48%,Iron Ore,
Jul 2011,172.98,1.23%,Iron Ore,
Aug 2011,177.5,2.61%,Iron Ore,
Sep 2011,177.23,-0.15%,Iron Ore,
Oct 2011,150.43,-15.12%,Iron Ore,
Nov 2011,135.54,-9.90%,Iron Ore,
Dec 2011,136.39,0.63%,Iron Ore,
Jan 2012,140.26,2.84%,Iron Ore,
Feb 2012,140.4,0.10%,Iron Ore,
Mar 2012,144.66,3.03%,Iron Ore,
Apr 2012,147.64,2.06%,Iron Ore,
May 2012,136.61,-7.47%,Iron Ore,
Jun 2012,134.66,-1.43%,Iron Ore,
Jul 2012,127.94,-4.99%,Iron Ore,
Aug 2012,107.5,-15.98%,Iron Ore,
Sep 2012,99.47,-7.47%,Iron Ore,
Oct 2012,113.95,14.56%,Iron Ore,
Nov 2012,120.35,5.62%,Iron Ore,
Dec 2012,128.51,6.78%,Iron Ore,
Jan 2013,150.49,17.10%,Iron Ore,
Feb 2013,154.64,2.76%,Iron Ore,
Mar 2013,139.87,-9.55%,Iron Ore,
Apr 2013,137.39,-1.77%,Iron Ore,
May 2013,124.01,-9.74%,Iron Ore,
Jun 2013,114.82,-7.41%,Iron Ore,
Jul 2013,127.19,10.77%,Iron Ore,
Aug 2013,137.06,7.76%,Iron Ore,
Sep 2013,134.19,-2.09%,Iron Ore,
